true,predicted_1,predicted_2,predicted_3,predicted_4,predicted_5
2,0.20964298835815334,0.4576284776260118,0.07261460574934107,0.1254626553289731,0.1346512729375207
3,0.10620399141691654,0.09992810603762282,0.5650019352946941,0.10402129642874498,0.1248446708220216
2,0.10311613326636328,0.5643557588318808,0.06907882643537093,0.12942152251088035,0.1340277589555045
3,0.0808489623414707,0.3276387321884718,0.22223609284713758,0.21595025531886283,0.15332595730405715
2,0.18936177370601537,0.41167354953302543,0.12624762223266292,0.09531890920178752,0.17739814532650883
2,0.10662561380980479,0.24609695181689292,0.13509904813950172,0.243635438003224,0.2685429482305766
5,0.16454760121794654,0.2603646626721171,0.12725886332972128,0.08780063746973242,0.3600282353104828
2,0.07213786166155826,0.19608876823925137,0.23569407300288042,0.17340495669558517,0.3226743404007248
3,0.08323398200988923,0.10787516305988966,0.6179059121420588,0.09396356914789314,0.09702137364026917
3,0.15655278887937346,0.15640026941054813,0.26940513379851777,0.15241254945874527,0.26522925845281536
3,0.19504856000025075,0.10318083004740695,0.2808484843125239,0.11958634511701142,0.30133578052280696
3,0.14120011874411525,0.1175100288791204,0.42955734086068204,0.19881054004034926,0.11292197147573312
4,0.06212308850027656,0.12546101027718876,0.04576832653482622,0.6415032959151369,0.1251442787725715
3,0.24360543273780783,0.2025896968845802,0.31040101476415294,0.1371311071670949,0.10627274844636424
4,0.15041433497492182,0.1631003654800467,0.14852138445085117,0.46082485067935564,0.07713906441482467
4,0.0848867507673425,0.06612605189228205,0.21298112724511295,0.3018948132606894,0.33411125683457316
5,0.13009883950448425,0.09493455931362733,0.0659906296072683,0.03961821061298914,0.669357760961631
3,0.09106744977590206,0.08111365593484808,0.6098634513685419,0.08185695759478545,0.13609848532592242
5,0.12278689277703331,0.09345367891678036,0.10352400486134378,0.06903440242079702,0.6112010210240455
5,0.11708037013372743,0.08880038081720751,0.13016162863287944,0.09245835569764786,0.5714992647185377
3,0.15015470400740918,0.3021521687491078,0.38303956449999826,0.08886822952537442,0.07578533321811026
4,0.19588466137337077,0.2824551833608223,0.05270006538490989,0.25656623679686147,0.21239385308403555
2,0.2129883802507704,0.4223517053130769,0.21501814310782597,0.0486474196647606,0.10099435166356602
2,0.05618527781072683,0.5162230006914863,0.0776973389484334,0.21400160474183305,0.1358927778075205
3,0.07408758843965393,0.2235167433250247,0.2283338962109556,0.16092508915420525,0.31313668287016055
4,0.12036174173080985,0.1568565106505621,0.09539525114799999,0.48006701768484833,0.14731947878577967
3,0.059055324960423795,0.05086104666977983,0.45064578912343595,0.3273649833889664,0.11207285585739409
4,0.04447056187363756,0.10539310399956987,0.054876289557369874,0.7099504103476155,0.08530963422180726
2,0.20542099446536868,0.5674395657200961,0.06128142757941512,0.07911519986499942,0.08674281237012077
5,0.2132021676218239,0.2433465686491722,0.09723202720156028,0.0649100946315287,0.38130914189591497
5,0.29741494206119873,0.2218472791397134,0.18208763592977917,0.0841998362816017,0.21445030658770695
4,0.22793370693117423,0.11781430720682004,0.16780620509620117,0.25681377612977185,0.2296320046360327
3,0.15785130087920946,0.1624479429640781,0.3829403925248474,0.23917931922604233,0.05758104440582273
2,0.07951702402485733,0.346413937125333,0.2760728218423912,0.21704395889852626,0.08095225810889217
2,0.09198047819951599,0.45443640032234844,0.12883345763707552,0.2456412159070799,0.07910844793398024
3,0.20522826979901126,0.14021814536962693,0.3536110746965066,0.19418009656351454,0.10676241357134074
3,0.15827192193540304,0.18865645210057377,0.4621326850422704,0.08504755936863646,0.10589138155311636
2,0.39918940472217423,0.2690261995125609,0.08189225390686415,0.10403702276568633,0.14585511909271445
3,0.15641662444336518,0.08618906967433146,0.39518485446695817,0.10778767789324188,0.2544217735221032
3,0.08253444558909952,0.1841193781337294,0.23362835637105508,0.21216234487301922,0.28755547503309675
3,0.23292758882995146,0.18987472685240983,0.3089794124844155,0.17070658593400118,0.09751168589922195
3,0.3438974635722035,0.12925748316017763,0.4046518357800369,0.041998935742112865,0.08019428174546912
1,0.3530381232920672,0.22620052676350058,0.11439469573419081,0.18910408144287003,0.11726257276737143
2,0.10285931675183407,0.4025777831573079,0.19440342793224882,0.1253406641095315,0.17481880804907773
3,0.20210308906059476,0.15140186459034666,0.3261947257494165,0.16373711589936285,0.15656320470027923
1,0.6986367261891738,0.04786519579406325,0.0662578533392837,0.13201832421402898,0.055221900463450414
2,0.30106925611583024,0.14212662309694524,0.2696872584132168,0.17973287166568766,0.10738399070832007
4,0.1225757199933811,0.1652738403890324,0.14637965514722423,0.40165818354568444,0.164112600924678
4,0.14299953265318155,0.14512513304504496,0.10850387430093444,0.48026429011696,0.12310716988387896
3,0.06289526145054367,0.17427852530908414,0.388900775262022,0.24910036538320895,0.12482507259514126
4,0.0753490957801673,0.11745331589079237,0.0758711625823478,0.4070947008184524,0.3242317249282402
3,0.20142790258070106,0.12771350101545711,0.35667239194431394,0.1876227264391686,0.12656347802035925
5,0.22102860412304395,0.17262852548076793,0.22959931585206442,0.11653621547114822,0.26020733907297533
4,0.1706356528693151,0.12075730552646011,0.12226230965151477,0.5101814202391463,0.07616331171356376
3,0.05025998907694127,0.17026777156419884,0.38071253267491206,0.22608785553802122,0.17267185114592667
3,0.18502986173057429,0.1322514617871949,0.4639958040949308,0.06505641239476528,0.15366645999253475
3,0.32886058286243136,0.11168764918655949,0.24470706818922683,0.2133708810623069,0.10137381869947534
4,0.1750296516124508,0.16739082314366024,0.3156343276021925,0.24243183805879978,0.09951335958289666
4,0.15622138401957253,0.10318049620971068,0.13264066492260448,0.3760786873778393,0.231878767470273
4,0.08573941759420056,0.09855196020453304,0.07725018264859852,0.6473138863106427,0.0911445532420251
3,0.16947955889634922,0.10435010063301288,0.4844043924322249,0.0789221276730204,0.16284382036539274
3,0.14245684454499447,0.15963533091207882,0.3526022199103919,0.1359025496518881,0.20940305498064665
2,0.1297944328379813,0.38486947121386994,0.2158197872036931,0.16275605951651373,0.10676024922794197
2,0.16524145331227863,0.3383988989668595,0.2255643632363454,0.13587081394712885,0.1349244705373875
2,0.13509831872500544,0.3995942377705526,0.11111609741578685,0.2532335551995239,0.10095779088913129
5,0.19080981993363208,0.20203284076991337,0.06468777201926386,0.08447323588751107,0.45799633138967955
4,0.12195589196262978,0.17643076995867993,0.23854208388232798,0.3745150667578575,0.08855618743850481
3,0.1597915425090855,0.19245600979970637,0.45979943615166713,0.10882513932585655,0.07912787221368432
3,0.06716827239086683,0.050796178868225406,0.78229575544549,0.04664889773102002,0.05309089556439769
2,0.10572436875487388,0.43631853478315447,0.06464731383026674,0.24749738068617716,0.1458124019455276
3,0.1752135087993847,0.11981998992146585,0.28163941412646726,0.2976352617097757,0.12569182544290644
3,0.19643823543995442,0.24486007354863504,0.19085945067851653,0.22929705987674762,0.1385451804561463
3,0.1515404988850525,0.1045731760046438,0.4602422860917819,0.1832696449937237,0.10037439402479814
2,0.13139883484602471,0.48455668949264835,0.13288193765861303,0.1724801207438032,0.07868241725891074
4,0.05918235997285621,0.08753558680363664,0.35553427571769064,0.4350438146299329,0.06270396287588362
3,0.12682564238227842,0.07959465965774377,0.4934215906782756,0.2346209151550737,0.06553719212662851
1,0.24671894966012017,0.2567520690738654,0.13856033649267566,0.23286964853752895,0.1250989962358098
4,0.0402172355055279,0.14139400783152764,0.17904465972231945,0.5377275117281752,0.10161658521244983
3,0.12374486279527573,0.20128779810226038,0.3901065370589475,0.1779668516186011,0.10689395042491533
1,0.16897829713250995,0.12130426369149461,0.26376178426164304,0.16412378311291673,0.28183187180143565
5,0.24996561951277135,0.11853020299230889,0.11682134699438929,0.14186532332278118,0.37281750717774936
4,0.1366827063126188,0.22240726232145985,0.2064835482299204,0.2149168956882525,0.2195095874477483
2,0.0706123947472114,0.30054499893424796,0.09157453945951295,0.2710721298424285,0.2661959370165991
3,0.2141866716411459,0.17105223019128063,0.31592482958231216,0.16928437975280614,0.12955188883245516
2,0.12869784734461928,0.3697422581727686,0.15867934863146416,0.16732258174300182,0.17555796410814617
4,0.19992114559265145,0.09994888826688933,0.29238529231234095,0.25112748240046207,0.1566171914276562
3,0.08962166756708445,0.21123794502159554,0.33585673591202303,0.11440748945425441,0.2488761620450426
2,0.2162610250032475,0.4090241975961073,0.07169868918435571,0.1739071674105118,0.12910892080577782
3,0.13027867660024864,0.10479892220459495,0.49714426029308606,0.16806092676889375,0.09971721413317657
4,0.145905746847314,0.2808267896441268,0.1850000305833541,0.3412469834277617,0.04702044949744353
2,0.1208281977671092,0.315192370067376,0.22919736733335186,0.22040008856199794,0.11438197627016503
3,0.07466874875395141,0.16594180693220592,0.3862155819260144,0.18446673461395757,0.18870712777387072
1,0.20484187407159338,0.23186949288569852,0.30622777925015826,0.11316377387249663,0.14389707992005332
3,0.13658895427135406,0.16981501200083524,0.5031602770327458,0.10984533029930879,0.08059042639575614
2,0.30795456657143816,0.13968230070477008,0.23247099646820255,0.15277731316781842,0.1671148230877707
4,0.04421699339031,0.29267618146454805,0.21426813937750624,0.2854497036513662,0.16338898211626948
3,0.06171143847456662,0.088198420531125,0.7403250643468019,0.049784512007759255,0.059980564639747116
4,0.07104802793726206,0.23233284991188072,0.13249949056713087,0.3155164169609115,0.24860321462281493
1,0.5622336040597715,0.13028528835090936,0.07167218558109482,0.068113337836053,0.16769558417217142
1,0.4605020895146324,0.26371593838213403,0.06564591187772267,0.1060612120046912,0.10407484822081972
3,0.07277474688372636,0.24934183659641335,0.34864537356057246,0.22292320356433246,0.10631483939495533
3,0.1425319511760951,0.05282658370082282,0.3690476405559372,0.28045864085478955,0.1551351837123553
3,0.19898367753580817,0.1491721642975036,0.18626351706579458,0.27077036926577575,0.19481027183511793
3,0.234591547701105,0.25770781464432857,0.19751041899360178,0.15291944276474476,0.15727077589621993
3,0.12587840758411104,0.15042616483249116,0.4010500902168019,0.16188034869436663,0.16076498867222913
4,0.08708687727991807,0.15550520433407544,0.3481973306470925,0.24184526245377913,0.16736532528513481
3,0.1573382526234417,0.05783196807900606,0.41010566289026895,0.09677365588623682,0.2779504605210466
2,0.10472327326838397,0.4073862157990999,0.18303594021941064,0.1134147680439476,0.1914398026691579
1,0.3257354891382307,0.10264352500649976,0.09905414943620135,0.2990946882330911,0.17347214818597723
3,0.10835569232653693,0.11768364632777006,0.5762133314757003,0.10067114704952962,0.0970761828204632
2,0.11252322461424252,0.3857517287499011,0.1932052257845891,0.09726763881014461,0.2112521820411228
3,0.09706912662715582,0.10941734390000717,0.2121329923917645,0.4356507780147215,0.14572975906635086
3,0.23006144496094905,0.2558256988066336,0.2709653363298668,0.14037016751193343,0.10277735239061717
4,0.10788513432931915,0.2299464200691207,0.13338956781096303,0.42680262959010823,0.1019762482004891
2,0.0551265929317727,0.49336757433093126,0.10565248882976629,0.2082502773738948,0.137603066533635
3,0.09845241691028951,0.06119935899240683,0.47949796019977925,0.2576743227660545,0.10317594113147
2,0.10666241255902846,0.3739196956308565,0.11362931737216483,0.09264227264527744,0.3131463017926728
4,0.34953518533106614,0.19294312827729984,0.06792279614222801,0.2877564799029325,0.10184241034647344
3,0.20335980281106894,0.06767554853746785,0.47694896474057935,0.14321043041842052,0.1088052534924634
3,0.1076407154008187,0.13298097973677936,0.5388044375450122,0.15045190195509286,0.070121965362297
4,0.10112090409093506,0.09057986274176816,0.31447708360782833,0.364902712184173,0.12891943737529543
5,0.17149388781855437,0.3408169113108941,0.11266467827981883,0.08915306640736587,0.28587145618336685
3,0.20024149749072448,0.125661262819435,0.12729771350309527,0.11254336649747233,0.43425615968927295
4,0.06262821254420538,0.20913500807482405,0.18692137722725552,0.21936831845208743,0.3219470837016277
3,0.16361453766218487,0.19514457512267466,0.4225339149073257,0.047919200761628776,0.17078777154618602
4,0.1759976259113333,0.16668443799268973,0.06407339314914993,0.31124452600964836,0.2820000169371786
2,0.1478132756889874,0.47361007993865567,0.10417517336221976,0.16829020237246564,0.10611126863767142
3,0.18185454765453365,0.19367507625979155,0.2487898027297921,0.17120469692955873,0.20447587642632398
1,0.27805471140372734,0.19876299028156758,0.09136256962830923,0.2152104431582434,0.21660928552815253
4,0.14139623950159155,0.3001776234026418,0.1200107783001124,0.24721457420248014,0.19120078459317408
4,0.10201843030816234,0.16316577441065677,0.15426041750943167,0.41782551171352955,0.16272986605821987
4,0.10384993165383159,0.10262127532508028,0.12011347530135365,0.5715356932861156,0.10187962443361884
2,0.21487134425135687,0.3504715401188403,0.13766574376454416,0.08920578295623134,0.2077855889090274
3,0.025607112507277388,0.1482696679582299,0.589528331500186,0.15687480515219687,0.07972008288210979
3,0.1257358687443298,0.19378886230520811,0.2832282206890198,0.12039744038913644,0.2768496078723059
3,0.16956439266080886,0.4587099015695668,0.09915903199352609,0.15182706506573299,0.12073960871036524
4,0.09861299862585987,0.1752921581342211,0.15305649177209188,0.43658389423324184,0.13645445723458535
3,0.13507187492721656,0.13752541416661754,0.5201869093586112,0.1318203351593678,0.07539546638818699
2,0.06618463802636883,0.4530747489744772,0.3063815980896794,0.08322950432590547,0.0911295105835691
3,0.10395978295001408,0.18049797512037663,0.3107297385307916,0.23648520663965047,0.16832729675916708
2,0.15028735767690762,0.43581435033966187,0.07345995116696827,0.16393653295310365,0.1765018078633586
2,0.2938384266416725,0.13643797351591222,0.0476653936810966,0.2946705417015365,0.2273876644597822
3,0.17093961595291643,0.13570477228911923,0.3432966878821553,0.2202339981042984,0.1298249257715107
3,0.12805961653198183,0.13878245837485514,0.41274846203272847,0.16002066943471505,0.1603887936257195
3,0.13502380849852644,0.08002577391668506,0.5722860080590132,0.12403758005525087,0.08862682947052435
2,0.09631289045339476,0.46089594979499376,0.09533263385677503,0.23222361379511305,0.11523491209972339
2,0.3199883401692107,0.31417286621263163,0.18073922067673637,0.12511568147976873,0.059983891461652616
3,0.15645392431931093,0.10353104233831444,0.3474905049599827,0.20013945858378662,0.1923850697986054
3,0.13843205021850583,0.04408117060986051,0.499205487677572,0.1669357826472757,0.1513455088467859
4,0.14870003129925935,0.17169131257080422,0.08875528655039709,0.5374183023480643,0.05343506723147511
2,0.0417120921700797,0.4772551089516854,0.13383010743576648,0.23655248816073104,0.11065020328173734
3,0.1807003967161857,0.05333438127157482,0.5827321995488417,0.10875827078301138,0.07447475168038627
3,0.14367994830638964,0.22510964240256923,0.29244433576581336,0.12392625714229605,0.21483981638293165
4,0.3242119404427015,0.07428268940416873,0.08940814523742269,0.31986095504794954,0.1922362698677576
3,0.1873028903919772,0.07302950122556767,0.42623266276457905,0.09571733204966137,0.21771761356821479
1,0.41679739598298193,0.13528172007110398,0.12566222097253374,0.05599745175421798,0.2662612112191624
1,0.5730953768469009,0.12185189437724063,0.15833195476172404,0.08301662786137019,0.06370414615276415
4,0.2980969621824144,0.16823040365369848,0.14617366133756088,0.24027322857121547,0.1472257442551108
1,0.4413943193373212,0.2215453817024945,0.08268821768859799,0.19122609039764413,0.0631459908739424
3,0.0827723058450818,0.050963241907856394,0.6519144676733646,0.13843444721785794,0.0759155373558394
1,0.5994588748715143,0.06304452746066874,0.12929525868234312,0.09069450876059168,0.11750683022488222
3,0.17000448565906442,0.1332356139667027,0.2757190723779535,0.1340017791224124,0.28703904887386694
3,0.08744554578266645,0.08746127116993348,0.5841090949066298,0.11500241862561075,0.12598166951515943
2,0.13070914638237432,0.45827066350985873,0.1339112492048775,0.19756426976549418,0.07954467113739533
2,0.13893807634716074,0.5840097804332776,0.07762139316215402,0.04464714685978334,0.15478360319762433
3,0.1796984151091492,0.06880586282872263,0.20763738567004847,0.36710372261649754,0.17675461377558208
4,0.18313180595125741,0.08062910489428378,0.1760534714455624,0.3384672744932838,0.2217183432156126
3,0.13254678318382107,0.22132777067169193,0.36952941714363563,0.17428319919056198,0.10231282981028948
4,0.17175872287616567,0.1461526150643912,0.10472367560578626,0.27537329616257333,0.3019916902910836
2,0.1465597653831982,0.3240314601050354,0.046584891195103194,0.28561021059861247,0.19721367271805068
2,0.11447031612949585,0.6165515922010305,0.12477836194681381,0.08239673122351188,0.06180299849914798
3,0.11352825088391048,0.1746149478747564,0.2748167076946159,0.3400872602452669,0.09695283330145034
4,0.07836940676858557,0.1995440819248218,0.06496204600867131,0.537870407745689,0.11925405755223227
3,0.243046428047944,0.24171596287456415,0.309974918147806,0.08830700124560625,0.11695568968407967
3,0.33974969154556284,0.20951614439902516,0.21284569614856583,0.06586754989247766,0.17202091801436842
2,0.12977214084563174,0.3762739877317244,0.16445752907682182,0.09854872865094653,0.23094761369487546
3,0.09107436958888825,0.14409694118964594,0.2768050619833456,0.06512952385128833,0.4228941033868319
3,0.08034815832425,0.09833866698364566,0.4393093206982973,0.05532405276772211,0.3266798012260848
3,0.15253112554823908,0.4086172563141863,0.15009513866563348,0.18250584987979165,0.10625062959214959
2,0.0638175252021005,0.5796895921174617,0.07865548696787023,0.1944242228362882,0.08341317287627933
4,0.08433956446179136,0.1628996038984428,0.11848194459024547,0.27343784322378645,0.36084104382573395
2,0.07680676688855366,0.446409983303595,0.191361129853592,0.10792355112499889,0.1774985688292605
2,0.16271894156151454,0.2949132554711257,0.2051100131537049,0.22482479357615606,0.11243299623749889
